time	Total Usage
1.38E+09	4453.9
1.38E+09	4457.2
1.38E+09	4452.3
1.38E+09	4449.2
1.38E+09	4449.5
1.38E+09	4453.3
1.38E+09	4452.1
1.38E+09	4454.3
1.38E+09	4461.3
1.38E+09	4455.2
1.38E+09	4463.3
1.38E+09	4460.6
1.38E+09	4457.9
1.38E+09	4462.6
1.38E+09	4462.5
1.38E+09	4462.6
1.38E+09	4474.6
1.38E+09	4461.5
1.38E+09	4460.9
1.38E+09	4454.1
1.38E+09	4453.1
1.38E+09	4453
1.38E+09	4452.2
1.38E+09	4449
1.38E+09	4450.8
1.38E+09	4450.3
1.38E+09	4456.2
1.38E+09	4456.2
1.38E+09	4457.1
1.38E+09	4459.2
1.38E+09	4465.9
1.38E+09	4461.6
1.38E+09	4467.5
1.38E+09	4467.2
1.38E+09	4474.7
1.38E+09	4467.6
1.38E+09	4470.1
1.38E+09	4477.1
1.38E+09	4468.6
1.38E+09	4471.3
1.38E+09	4466.7
1.38E+09	14335
